Column1,tweet_dt,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted,sentiment_true,emotion_true
354,13/08/2021,1.43E+18,radishibal,?????? ??????????,would love a big wad of cash rn ?????? throw in a tesla too pls ??????,1,0,0,FALSE,,
355,13/08/2021,1.43E+18,ward069,Mental’s TESLA,,0,0,0,FALSE,,
356,13/08/2021,1.43E+18,ChristinaNeura1,Christina,want...sorry :),0,0,0,FALSE,,
357,13/08/2021,1.43E+18,BHdotNet,crabholk.net,Agree - competitive advantage has been wasted by Tesla.. the other car man…,0,0,0,FALSE,,
358,13/08/2021,1.43E+18,Mickey_Marasca,Mick,Lol what is power storage,0,0,0,FALSE,,
359,13/08/2021,1.43E+18,bigo93,TPONN ??? SuperStraight ????,"Forget the EU!

See what they did to AstraZeneca! That's the type of treatment to expect!

The UK is fina…",0,0,0,FALSE,,
360,13/08/2021,1.43E+18,AveRain13,Kim Vladislav,"Was walking Songdo. Among all cheap KIA&amp;Hyundai Group,ur future with Blue Origin in case of winning. Elites preferr…",0,0,0,FALSE,,
361,13/08/2021,1.43E+18,Teslahodler,Tesla_Fan,"Would be funny if he said ""hydrogen ofc, this is why we build just hydrogen cars""",1,0,0,FALSE,,
362,13/08/2021,1.43E+18,getvolv,Volv ??,"?? Today’s highlights 
• #NorthTurkey flooded after #wildfires in south 
• #Tesla can #recycle 92% of battery raw ma…",1,0,0,FALSE,,
363,13/08/2021,1.43E+18,ChristinaNeura1,Christina,"I don't ant to have hydrogen or gas in the car - it's dangerous, not good :)",0,0,0,FALSE,,
364,13/08/2021,1.43E+18,BellaCryptoLA,?Bella | Crypto ??????,"Retweet to all!

 Why #Dogecoin still not accepted in  Online Store if the  alredy support…",2,0,2,FALSE,,
365,13/08/2021,1.43E+18,tesla_adri,Tesla_Adri,Protective wrap,1,0,0,FALSE,,
366,13/08/2021,1.43E+18,BlayzyYT,Blayzy,"Hello Bourgist could you add in the next update cars of the company Tesla motors such as Tesla model X, T…",0,0,0,FALSE,,
367,13/08/2021,1.43E+18,PeyoteFRANK,??,And no ones talking about how China sent spy’s to work at Tesla and they stole all his information and Elon musk can’t do shit about it,0,0,0,FALSE,,
368,13/08/2021,1.43E+18,ThinkerOfStock,Thinker,I wish he'd talk about how this is being ignored too! It should've sent $AMC ?? like it d…,0,0,0,FALSE,,
369,13/08/2021,1.43E+18,Baapofgoogle,Chellam siR,"But what about tata motor and tata power upcoming days ? 
What about current results?
They…",0,0,0,FALSE,,
370,13/08/2021,1.43E+18,Craigster771,Dogs&Viruses,"No, she bought it on the day when Gilead announced they were testing rem for Co…",0,0,0,FALSE,,
371,13/08/2021,1.43E+18,twilliam223,William T.,"Sorry Neil wasnt taught this stuff about Tesla, the mad scientist. Look up Edison instead. Hes more mainstream",0,0,0,FALSE,,
372,13/08/2021,1.43E+18,PortCitySaint1,PortCitySaint,Nikola Tesla will always be a favorite,0,0,0,FALSE,,
373,13/08/2021,1.43E+18,bitcoin82926764,bitcoinzzz,We need a 20k Tesla to rule them all,3,0,0,FALSE,,
374,13/08/2021,1.43E+18,Jeff1601,Jewgenij Leube,Formula E closes out the season this weekend in Berlin #tesla #eCar,0,0,0,FALSE,,
375,13/08/2021,1.43E+18,Commuternyc,Commentator,"Tesla concealed structural damage on a used Model S it sold in China and must compensate the car's buyer, a Beijing…",1,0,0,FALSE,,
376,13/08/2021,1.43E+18,DR0N3L0RD,DR0N3L0RD - IFTTTester~ Acount,Elon at it again: How the Twisted Childhood of Elon Musk Changed The World Forever | Goalcast…,1,0,1,FALSE,,
377,13/08/2021,1.43E+18,piz_aza,Julian ??,"Yeah it's stupid

And it's not like they don't have the resources or technology

Tesla coul…",2,0,0,FALSE,,
378,13/08/2021,1.43E+18,blueskyblackorb,Alt_Indent,Are you interested in Nikolas Tesla real history? Do you already know it?,0,0,0,FALSE,,
379,13/08/2021,1.43E+18,Avikl7,Vinnie,"Because batteries have a finite life, produce emissi…",0,0,0,FALSE,,
380,13/08/2021,1.43E+18,anthonyisonline,Anthony Smith,"$815 ish. Hindsight- a beautiful thing ??

Fair play for posting this. 

Too much Tesla boasting on…",1,0,0,FALSE,,
381,13/08/2021,1.43E+18,AnuragM96771668,Anurag Mehra,"Failure is the option.
 
#cryptocurrency Tesla #ElonMusk #learnwithelonmusk 
#elonmusklegend",1,0,0,FALSE,,
382,13/08/2021,1.43E+18,cristibmw,evSupporter?,No chrome delete?,0,0,0,FALSE,,
383,13/08/2021,1.43E+18,ElPanardi,Tony P,"Yup. Bought Tesla at 6.4, sold at 8.4 with a fist pump a few months later. At the time made perfect sense.",1,0,0,FALSE,,
384,13/08/2021,1.43E+18,inevitable360,inevitable,"Retweet to all!

 Why #Dogecoin still not accepted in  Online Store if the  alredy support…",6,0,3,FALSE,,
385,13/08/2021,1.43E+18,Commuternyc,Commentator,"Tesla Ordered to Pay Used Model S Buyer $175,000 for Hiding Damage This didn’t help China sales $tsla $tslaq #telsa",0,0,0,FALSE,,
386,13/08/2021,1.43E+18,qorribbb_,Qorribbb_,Im fallin love with tesla now??,0,0,0,FALSE,,
387,13/08/2021,1.43E+18,skjelvik_thomas,Thomas Skjelvik,"Will Tesla make electric buses ever? Oslo is in need of actual long range, air-conditioned electric buses (sry BYD)",0,0,0,FALSE,,
388,13/08/2021,1.43E+18,deliaroma8,Deli Aroma,I still think highly of VW instead of Tesla,0,0,0,FALSE,,
389,13/08/2021,1.43E+18,PJHORNAK,pjhornak,?????? Welp we know he’s afraid to race a Tesla and if you ask him to he’ll bloc…,3,0,0,FALSE,,
390,13/08/2021,1.43E+18,will_hessert,Will Hessert,Also a good call. Electrofuels and biofuels are currently the best candid…,0,0,0,FALSE,,
391,13/08/2021,1.43E+18,skjelvik_thomas,Thomas Skjelvik,"Will Tesla make electric buses ever? Oslo is in need of actual long range, air-conditioned electric buses (sry BYD)",0,0,0,FALSE,,
392,13/08/2021,1.43E+18,mikebertelsen,Mike Bertelsen,Musk noted that the company has already disclosed that it is operating under extreme supply chain limitations.…,0,0,0,FALSE,,
393,13/08/2021,1.43E+18,broadscaler,Daniel Aharonoff,"Tesla says Tesla Semi electric truck’s weight is on point, and that’s crucial: Tesla made a rare comment about the…",0,0,0,FALSE,,
394,13/08/2021,1.43E+18,USABestElectric,Best Electric USA,"Tesla says Tesla Semi electric truck’s weight is on point, and that’s crucial",0,0,0,FALSE,,
395,13/08/2021,1.43E+18,Pedro72Monteiro,Pedro Monteiro,Elon and his twisted sense of humor ??,6,0,0,FALSE,,
396,13/08/2021,1.43E+18,AkashGa72561338,Akash Garg,"Shame on  , Have been visiting the Samsung service center and calling the Samsung complaint no. and ti…",0,0,0,FALSE,,
397,13/08/2021,1.43E+18,orthereaboot,luis carruthers,"Thanks. My life would be easier if I were wrong here. If I am, this thread isn’t it-  it’s…",0,0,0,FALSE,,
398,13/08/2021,1.43E+18,2ndLifeOnline,UK Competitions & Raffles,"Enter for your chance to win a Tesla Model X car

Click on the ""click here for alternate entry method""…",0,0,0,FALSE,,
399,13/08/2021,1.43E+18,EsperJohnathan,Johnathan A Esper,"Tesla news: BERLIN, Aug 13 (Reuters) - Tesla Chief Executive Elon Musk said on Friday he hopes to make the first ca…",0,0,0,FALSE,,
400,13/08/2021,1.43E+18,ItzPerka,ItzPerka,"Season 5 is great!

- Death Perception is a top 3 perk for me.
- Grappling Hook makes me feel like Spider-Man
- Max…",1,0,0,FALSE,,
401,13/08/2021,1.43E+18,Alien6_nft,ALieN6,"?????? It’s Friday the 13th ??????

I’m already lit bc I woke to sale on one of my original collections. 

• NFT SILLY SC…",5,0,0,FALSE,,
402,13/08/2021,1.43E+18,tmucecr1,tmucecr,A real pioneer for Tesla ~,0,0,0,FALSE,,
403,13/08/2021,1.43E+18,deals_canada,Canada Deals & Offers,"Enter for your chance to win a Tesla Model X car

Click on the ""click here for alternate entry method""…",0,0,0,FALSE,,
404,13/08/2021,1.43E+18,teslaP3D,Tesla3Performance,That’s NOT THE Y WHO WILL DEMOLISH LEGACY sales ??.,2,0,0,FALSE,,
405,13/08/2021,1.43E+18,Ironman_E,Eric,,0,0,0,FALSE,,
406,13/08/2021,1.43E+18,Raff_Perf,Raffaele Perfetto,"To boost growth #CATL is planing 9$ billion share sale. 
It provides #batteries for Tesla and to Chinese EV makers…",0,0,0,FALSE,,
407,13/08/2021,1.43E+18,ComatosePodcast,Comatose Podcast,I can always say I'm sorry.'   #apologies,0,0,0,FALSE,,
408,13/08/2021,1.43E+18,JakeRStephens,Jake Stephens,Clearly not a model Y,6,0,0,FALSE,,
409,13/08/2021,1.43E+18,Cascito_,Satyam Raj,What happen in future will be breakthrough in battery t…,0,0,0,FALSE,,
410,13/08/2021,1.43E+18,ICEH_Energy,ICE-H Energy ?,Tesla driving test hell: How DMV examiners’ biases are inhibiting the EV transition,0,0,0,FALSE,,
411,13/08/2021,1.43E+18,will_hessert,Will Hessert,Passenger cars are fine with battery electric drivetrains. The tech i…,0,0,0,FALSE,,
412,13/08/2021,1.43E+18,robertojirusta,R.J.,"Musk hopes for Tesla Berlin production to start in October
See more on",0,0,0,FALSE,,
413,13/08/2021,1.43E+18,TheTeslaLife,TheTeslaLife,#Tesla driving test hell: How DMV examiners’ biases are inhibiting the #EV transition,3,0,1,FALSE,,
414,13/08/2021,1.43E+18,PatrickGlen,Patrick Glen,,0,0,0,FALSE,,
415,13/08/2021,1.43E+18,franjapaviapa,Fran Javier Pavía,"#thelunchtimeshow    Elon Musk, Tesla estás jugando, working so many hours a day; even…",0,0,0,FALSE,,
416,13/08/2021,1.43E+18,KendallBillman,Kendall Billman,Tesla's Musk hopes to make first cars at German plant in Oct.  via,2,0,1,FALSE,,
417,13/08/2021,1.43E+18,01stocksavage,Alex Kassebaum,should i cover my tesla short?,0,0,0,FALSE,,
418,13/08/2021,1.43E+18,MARAKACCHI,KingKacchi,"SEASON 5 WEAPONS EM2, TEC-9 &amp; CANE | DEATH PERCEPTION &amp; TESLA STORM (BLA...  via",0,0,0,FALSE,,
419,13/08/2021,1.43E+18,haizzstylezz,duda | au emisue,hawking e tesla,0,0,0,FALSE,,
420,13/08/2021,1.43E+18,marketstodays,Markets Today,Tesla’s Chinese battery supplier plans US$9 billion placement in world’s fourth-largest stock sale this year amid E…,1,0,0,FALSE,,
421,13/08/2021,1.43E+18,Commuternyc,Commentator,Tesla Loses Money On Every Single Car: Here's Where The Profit Hides Regulatory credits which are slip sliding away…,2,0,0,FALSE,,
422,13/08/2021,1.43E+18,TheArticleTrunk,TheArticleTrunk,Tesla’s Musk hopes to make first cars at German plant in Oct.,0,0,0,FALSE,,
423,13/08/2021,1.43E+18,DOfaquarius,??DOfAquarius,"&amp;, being me, an image of Elon Musk as a pink marshmallow sprang to mind.

&amp; I wondered...how would one create a Mus…",0,0,0,FALSE,,
424,13/08/2021,1.43E+18,pisces_is_love,@piscesislove,"If you want to discover the secrets of the universe, think in terms of energy, frequencies and vibrations. - Nikola…",0,0,0,FALSE,,
425,13/08/2021,1.43E+18,Zxcxz_xyz,= j 0 F f =,"Tesla says Tesla Semi electric truck’s weight is on point, and that’s crucial …",0,0,0,FALSE,,
426,13/08/2021,1.43E+18,HamzaHamama1,Hamza Hamama,Sad to hear!..I believe you a Pioneer?..but the search for profits remains your o…,0,0,0,FALSE,,
427,13/08/2021,1.43E+18,Suuded,Suuded,"Please,  next time you talk to a German chancellor candidate, let it be   a…",0,0,0,FALSE,,
428,13/08/2021,1.43E+18,Travis_Auty,Travis Auty,"Is this you? ??

The internet? Fad. Not doing that ?????.

Cell phone???Who needs one, not me.

Amazon? I think they s…",1,0,0,FALSE,,
429,13/08/2021,1.43E+18,parrmenidies,phyron,"Meme Watch:  The “Tesla -fication""  Of Moderna.",2,0,1,FALSE,,
430,13/08/2021,1.43E+18,gay69420fag,(???),Off the tesla tweakinn and steppin,0,0,0,FALSE,,
431,13/08/2021,1.43E+18,danielb35035706,danielb,Porsche gonna stick to petrol cars as l…,0,0,0,FALSE,,
432,13/08/2021,1.43E+18,newyork_angelo,New York Angelo,SHORT SELLER - I WAS WRONG  via  #AMCSqueeze #GMESQUEEZE #amcshortsqueeze #AMCARMY #AMCAPES #Tesla,4,0,2,FALSE,,
433,13/08/2021,1.43E+18,MichaelJConyers,Mike Conyers,Delivery and execution - that's what Tesla specialises in more than any other company,0,0,0,FALSE,,
434,13/08/2021,1.43E+18,FrankWunderli13,Frank Wunderlich-Pfeiffer,"2) The energy capacity is the exact same as LFP in a Tesla 3. If you think, this is only suitable for ""Low Speed Ca…",0,0,0,FALSE,,
435,13/08/2021,1.43E+18,AyeCan2020,Dr. Terrance Jackson,has a great network!!  Doesn't she know  isn't the only viable EV anymore.  And to be…,1,0,0,FALSE,,
436,13/08/2021,1.43E+18,d1finance,D'ron Forbes | Division One Finance,Can’t spell Felon without ELON. ??,0,0,0,FALSE,,
437,13/08/2021,1.43E+18,caffeinesweats,jessie ??,bus almost smoked a tesla this morning and I'm a bit disappointed it didn't,0,0,0,FALSE,,
438,13/08/2021,1.43E+18,_VinayakShinde_,Vinayak Shinde,Growing concerns to get continuous and reliable #electricity supply to effectively execute the daily business opera…,0,0,0,FALSE,,
439,13/08/2021,1.43E+18,mariofrade,Mario Frade,,2,0,0,FALSE,,
440,13/08/2021,1.43E+18,BartStart1,Bart Start,Dont forget about the child slave laborers that supply cobalt &amp; other blood minera…,0,0,0,FALSE,,
441,13/08/2021,1.43E+18,Gielompik2,Gielompik,"Germany has vast expertise and talent in car industry sigh

The question is:What are you sm…",0,0,0,FALSE,,
442,13/08/2021,1.43E+18,jaromemorrow,Jarome Morrow,"Hydrogen Celled Cars are electric cars, but the hydrogen cell makes the electrici…",0,0,0,FALSE,,
443,13/08/2021,1.43E+18,WholeMarsBlog,Whole Mars Catalog,"Excuse me? You are a Ford executive who ostensibly gets paid to troll Tesla customers online. 

Random people messi…",129,0,7,FALSE,,
444,13/08/2021,1.43E+18,notforsalek,K,Ohhh kels in Tesla I c …,0,0,0,FALSE,,
445,13/08/2021,1.43E+18,gordonschuecker,The Passenger,"Well, I can already see the spin; something along the lines of ""Musk renamed Chief…",0,0,0,FALSE,,
446,13/08/2021,1.43E+18,Cascito_,Satyam Raj,"No it's not easy to store , it can leak through very very fine gap whic…",0,0,0,FALSE,,
447,13/08/2021,1.43E+18,ElectrekCo,Electrek.Co,"Tesla says Tesla Semi electric truck's weight is on point, and that's crucial  by",48,0,7,FALSE,,
448,13/08/2021,1.43E+18,domainsgeneral,DomainsGENERAL.com,"Americans are rich, so it must be more ??

I guess it must be depending a lot on WHAT you are offering. W…",1,0,0,FALSE,,
449,13/08/2021,1.43E+18,thenextjedi1,Half Measure,That steering wheel. Ugh.,0,0,0,FALSE,,
450,13/08/2021,1.43E+18,Spaceboi111,0x,Then don't buy the new teslas noone is forcing you,0,0,0,FALSE,,
451,13/08/2021,1.43E+18,IanBandklayder,Ian,How many tesla batteries have caught fire?,0,0,0,FALSE,,
452,13/08/2021,1.43E+18,LangersSnr,Langers,"No I didn't,  and you think it's OK to drive on a public road? As…",0,0,0,FALSE,,
453,13/08/2021,1.43E+18,InvestMonitorAI,Investment Monitor,"The battle is on for electric vehicle dominance in China, as international tech brands attempt to follow Tesla's le…",0,0,0,FALSE,,
454,13/08/2021,1.43E+18,JayDizz12,Jay Dizz,Gotcha,0,0,0,FALSE,,
455,13/08/2021,1.43E+18,MotoringChat,Motoring Chat,Tesla's Musk hopes to make first cars at German plant in Oct.,0,0,0,FALSE,,
456,13/08/2021,1.43E+18,SoftwareReport1,The Software Report,"Major  Software Update Adds Disney+ and Other Features

Sign up for free weekly email newsletter at…",1,0,0,FALSE,,
457,13/08/2021,1.43E+18,CleanDisruptor,Kris,"Tesla's goal is always to source locally.
But they also iterate and adjust quickly when better optio…",1,0,0,FALSE,,
458,13/08/2021,1.43E+18,iamMonac0,???,I still want to see it do a 3 Point turn on a European street quickly,0,0,0,FALSE,,
459,13/08/2021,1.43E+18,roedoran,roe doran,"How about inviting Jeremy Clarkson, Richard Hammond and James May to Tesla to test out all cars? You could finally…",0,0,0,FALSE,,
460,13/08/2021,1.43E+18,cheerio46,Maureen O'Mahoney,"Tesla uses blockchain for sustainable sourcing of cobalt, nickel - Ledger Insights - enterprise blockchain",0,0,0,FALSE,,
461,13/08/2021,1.43E+18,_nipz_,Felix Alberto,"The way these gas prices are heading, I can afford a Tesla Model X at this point.",1,0,0,FALSE,,
462,13/08/2021,1.43E+18,DirtyTesla,DirtyTesla,With the amount of energy in a power wall a TV is pretty insignificant,0,0,0,FALSE,,
463,13/08/2021,1.43E+18,jgmartn,James,Most fuel cell designs still include batteries between the cell and d…,0,0,0,FALSE,,
464,13/08/2021,1.43E+18,ThinkerOfStock,Thinker,Can you talk about WTH $AMC did Not ?? after this was announced bc it should have! Just like it did for…,3,0,0,FALSE,,
465,13/08/2021,1.43E+18,nerdalator,corey cummings,I met a guy with one said he loves it. He never drove a Tesla but just the fact that it’s an EV and…,0,0,0,FALSE,,
466,13/08/2021,1.43E+18,AlbaniaHub,Car Hub Albania,0tvvvf.co.uk/nvfv FFews/science/1476378/elon-musk-germany-berlin-tesla-factory-delay-red-tape-br…,0,0,0,FALSE,,
467,13/08/2021,1.43E+18,yensitch,D???Y,Guy on a Zoom meeting on his laptop while driving around town in his Tesla,0,0,0,FALSE,,
468,13/08/2021,1.43E+18,patentbuddy,PatentBuddy,How does the “Tesla of biotech” compare with Tesla?  via,0,0,0,FALSE,,
469,13/08/2021,1.43E+18,michrismason,Mike Mason,EV firms are moving away from cobalt. Tesla's current vehicle batteries contain less than 5% cobalt. Lith…,0,0,0,FALSE,,
470,13/08/2021,1.43E+18,AutonomyGeek,AutonomyGeek,Tesla Model 3P Puts Up A Good Fight Against Porsche Taycan Turbo S,0,0,1,FALSE,,
471,13/08/2021,1.43E+18,EricCra70659741,Eric Craig,"We just need the Joe average one so the rest of us can afford a one,hopefully the build will be fo…",0,0,0,FALSE,,
472,13/08/2021,1.43E+18,InsideEVs,InsideEVs,Tesla Model 3P Puts Up A Good Fight Against Porsche Taycan Turbo S  via,4,0,0,FALSE,,
473,13/08/2021,1.43E+18,AjayStfc,Ajay Tiwari,Tesla Battery Supplier CATL Plans $9 Billion Share Sale to Boost Capacity,0,0,0,FALSE,,
474,13/08/2021,1.43E+18,Teslaconomics,Teslaconomics,"Execution, execution execution! ??

$TSLA #Tesla",122,0,13,FALSE,,
